time_s,node_0,node_1,node_2,node_3,node_4
1600,0.18006818978460745,0.20112821298888708,0.2553063982261694,0.3107216602372985,0.3301918753284586
1650,0.18638619674589135,0.20654603151261533,0.25810808824607206,0.3101724991763382,0.3282448538193426
1700,0.19243414717590854,0.211702237185961,0.2607238676475056,0.309641842454863,0.32643761835504215
1750,0.19821457417892427,0.2166044002321155,0.2631671749965188,0.309130961687963,0.32475804076502424
1800,0.20373152199488165,0.22126067770855584,0.2654503896292671,0.308640640736719,0.3231953328573181
1850,0.2089902687089839,0.22567964890062697,0.26758491566430825,0.3081712785078439,0.3217398636452582
1900,0.21399708276647683,0.22987017557699513,0.2695812612084814,0.30772297208888705,0.32038300513151674
1950,0.21875901060963232,0.23384128414014377,0.2714491123837247,0.3072955839290488,0.3191170018272538
2000,0.22328369266878575,0.23760206696450187,0.27319740204353454,0.3068887960707517,0.31793486003743326
2050,0.22757920495750059,0.24116160047240515,0.2748343732186,0.30650215386762325,0.3168302536407651
2100,0.23165392361197196,0.24452887774702464,0.2763676374486219,0.3061351011641986,0.3157974436634509
2150,0.23551640985248776,0.2477127537171844,0.27780422823475026,0.3057870085402962,0.31483120941352566
2200,0.23917531301189676,0.250721901168941,0.27915064989472704,0.30545719592166,0.3139267893262027
2250,0.24263928945901003,0.2535647760415196,0.28041292212860236,0.3051449506143984,0.31307982998574846
2300,0.24591693543376292,0.2562495906502279,0.28159662061286,0.30484954162296185,0.31228634204861344
2350,0.24901673199870242,0.25878429364649114,0.28270691393955183,0.3045702309510019,0.3115426620060483
2400,0.25194700049303903,0.26117655567579723,0.28374859720808404,0.30430628245429003,0.3108454189005437
2450,0.2547158670478665,0.2634337598290259,0.2847261225632423,0.3040569687091668,0.3101915052559183
2500,0.2573312348822143,0.26556299610244755,0.28564362695583123,0.3038215762740861,0.3095780516012432
2550,0.25980076324828427,0.2675710591877859,0.2865049573833658,0.3035994096519548,0.30900240406852747
2600,0.2621318520301348,0.2694644490073439,0.2873136938486205,0.3033897942041067,0.3084621046268702
2650,0.2643316311232975,0.27124937349147155,0.28807317025425005,0.3031920782204414,0.30795487358459384
2700,0.26640695383374974,0.2729317531677494,0.28878649343264495,0.30300563431251193,0.30747859404817857
2750,0.26836439363394965,0.274517227194239,0.28945656049201257,0.3028298602655608,0.3070312980746119
2800,0.27021024370203645,0.27601116052401636,0.2900860746425844,0.3026641794603793,0.3066111542937068
2850,0.2719505187486304,0.2774186519358732,0.2906775596509548,0.3025080409553414,0.306216456810374
2900,0.27359095870480327,0.27874454270738136,0.29123337305590674,0.3023609193021974,0.30584561522487075
2950,0.2751370339055767,0.2799934257422339,0.2917557182656654,0.3022223141554992,0.3054971456326034
3000,0.27659395145657384,0.2811696549945771,0.2922466556443171,0.3020917497243117,0.30516966248489297
3050,0.2779666625179748,0.2822773550595511,0.2927081126840732,0.301968774105684,0.30486187120883484
3100,0.2792598702804477,0.2833204308220033,0.29314189335008095,0.3018529585318404,0.30457256149851974
3150,0.28047803844291436,0.2843025770748111,0.293549686675511,0.3017438965568937,0.3043006012018518
3200,0.2816254000324834,0.2852272880348811,0.2939330746765972,0.30164120320384485,0.304044930737356
3250,0.2827059664332027,0.28609786669905274,0.29429353965009786,0.3015445140885041,0.3038045579840049
3300,0.28372353651295773,0.28691743399415726,0.2946324709092022,0.30145348453359055,0.30357855359445485
3350,0.2846817057573176,0.2876889376856618,0.29495117100815527,0.30136778868350195,0.3033660466883684
3400,0.28558387533582086,0.28841516101791115,0.2952508615007439,0.3012871186279815,0.30316622088788175
3450,0.286433261040448,0.28909873106619444,0.29553268827321594,0.301211183541067,0.30297831066189174
3500,0.2872329020481719,0.28974212678689665,0.2957977264881293,0.30113970884019364,0.30280159794980926
3550,0.2879856694697893,0.29034768675701994,0.29604698517200334,0.3010724353690992,0.3026354090388477
3600,0.2886942746559585,0.2909176165985183,0.29628141147641096,0.30100911860717927,0.30247911167187286
3650,0.2893612772387264,0.29145399608630757,0.2965018946392713,0.30094952790713325,0.30233211236540347
3700,0.28998909289300073,0.2919587859416039,0.2967092696705369,0.3008934457620892,0.3021938539195764
3750,0.2905800008075817,0.2924338343144972,0.29690432078418,0.30084066710286994,0.3020638131038277
3800,0.29113615085965633,0.29288088296146547,0.2970877845963397,0.3007909986256442,0.3019414985037319
3850,0.2916595704901991,0.2933015731249529,0.2972603531076657,0.3007442581498732,0.30182644851592316
3900,0.29215217128062526,0.2936974511232242,0.29742267648626347,0.30070027400620297,0.30171822947931815
3950,0.29261575523340494,0.29406997365952814,0.297575365666183,0.300658884453746,0.3016164339320066
4000,0.2930520207612419,0.2944205128601936,0.29771899477508385,0.3006199371260446,0.30152067898418056
4050,0.29346256839092744,0.2947503610516827,0.2978541034035337,0.3005832885048884,0.301430604798367
4100,0.293848906189154,0.29506073528686777,0.297981198727339,0.30054880342107515,0.3013458731690191
4150,0.29421245491846815,0.2953527816309149,0.29810075749335746,0.30051635458114684,0.3012661661942247
4200,0.2945545529322022,0.29562757921715915,0.2982132278783806,0.3004858221190924,0.3011911850329169
4250,0.29487646081768926,0.2958861440832813,0.2983190312299035,0.3004570931719903,0.3011206487415345
4300,0.29517936579736687,0.2961294327979435,0.29841856369689446,0.3004300614785571,0.30105429318458005
4350,0.29546438589753987,0.2963583458878386,0.2985121977580454,0.3004046269995699,0.30099187001397776
4400,0.2957325738946295,0.2965737310748593,0.2986002836544046,0.3003806955591463,0.300933145712537
4450,0.29598492104869845,0.2967763863328139,0.29868315073277163,0.300358178505881,0.30087790069719794
4500,0.2962223606339331,0.2969670627728097,0.2987611087057559,0.3003369923928652,0.3008259284780662
4550,0.29644577127559607,0.2971464673661044,0.2988344488339655,0.3003170586756416,0.3007770348695461
4600,0.2966559801027486,0.2973152655128905,0.2989034450353947,0.30029830342717945,0.30073103725015565
4650,0.29685376572579114,0.2974740834651409,0.2989683549267159,0.30028065706898505,0.300687763867858
4700,0.29703986104759605,0.29762351061129844,0.29902942080084677,0.30026405411750096,0.3006470531879707
4750,0.29721495591670677,0.2977641016302533,0.29908687054485716,0.30024843294497716,0.30060875328092374
4800,0.2973796996307707,0.2978963785217137,0.2991409185020011,0.30023373555403626,0.3005727212473291
4850,0.2975347032980536,0.29802083251974243,0.29919176628139654,0.30021990736518794,0.3005388226779998
4900,0.29768054206456024,0.2981379258959078,0.2992396035186396,0.3002068970165824,0.3005069311467186
4950,0.29781775721396453,0.298248093658181,0.299284608590417,0.3001946561753267,0.300476927733705
5000,0.2979468581472295,0.2983517451514046,0.29932694928597936,0.30018313935972163,0.30044870057786716
5050,0.298068324248482,0.2984492655648621,0.29936678343814566,0.30017230377180665,0.3004221444560526
5100,0.298182606643396,0.2985410173521905,0.29940425951633814,0.3001621091396343,0.300397160387628
5150,0.29829012985603437,0.2986273415686053,0.29943951718398165,0.300152517568724,0.3003736552628286
5200,0.29839129336980563,0.29870855913014294,0.29947268782245295,0.3001434934021729,0.30035154149341814
5250,0.2984864730979068,0.2987849719993739,0.29950389502362423,0.3001350030889319,0.3003307366842936
5300,0.29857602276834694,0.298856864301799,0.29953325505291606,0.30012701505977907,0.30031116332475744
5350,0.29866027522838257,0.2989245033769107,0.29956087728465286,0.3001194996105489,0.3002927484982596
5400,0.298739543672941,0.29898814076768493,0.29958686461140155,0.3001124287921998,0.3002754236094885
5450,0.29881412280136416,0.2990480131520566,0.2996113138288685,0.3001057763073258,0.3002591241277596
5500,0.2988842899065719,0.2991043432197378,0.2996343159978325,0.3000995174127395,0.3002437893457162
5550,0.2989503059005217,0.2991573404975473,0.2996559567844982,0.30009362882777435,0.3002293621524185
5600,0.2990124162796294,0.29920720212624236,0.2996763167805701,0.30008808864797476,0.3002157888199541
5650,0.2990708520336133,0.29925411359167514,0.29969547180426725,0.3000828762638599,0.3002030188027561
5700,0.29912583050103186,0.29929824941293437,0.29971349318342194,0.30007797228446653,0.3001910045488665
5750,0.2991775561746026,0.29933977378998317,0.2997304480217381,0.30007335846539174,0.3001797013224265
5800,0.2992262214592168,0.29937884121315866,0.2997463994492183,0.30006901764107236,0.300169067036723
5850,0.29927200738539933,0.2994155970367646,0.29976140685770586,0.3000649336610539,0.300159062097158
5900,0.29931508428080894,0.29945017801885876,0.29977552612243347,0.3000610913300159,0.3001496492535476
5950,0.2993556124022239,0.29948271282921624,0.2997888098104128,0.30005747635133195,0.30014079346119443
6000,0.29939374253032164,0.2995133225273359,0.2998013073764518,0.30005407527395883,0.3001324617502082
6050,0.2994296165294259,0.2995421210122475,0.29981306534753693,0.30005087544245856,0.30012462310258325
6100,0.29946336787427236,0.2995692154457764,0.29982412749627385,0.30004786494996954,0.3001172483365708
6150,0.2994951221457236,0.29959470665082616,0.2998345350040386,0.3000450325939531,0.30011030999791066
6200,0.29952499749725436,0.29961868948614745,0.2998443266144519,0.3000423678345531,0.3001037822575149
6250,0.2995531050939223,0.2996412531989779,0.29985353877775184,0.30003986075541383,0.3000976408152187
6300,0.29957954952543897,0.2996624817568553,0.29986220578660716,0.30003750202681206,0.3000918628092382
6350,0.29960442919486385,0.2996824541598305,0.2998703599038788,0.300035282870967,0.3000864267309956
6400,0.29962783668435383,0.2997012447342354,0.2998780314828092,0.3000331950293993,0.30008131234499275
6450,0.2996498590993183,0.2997189234090928,0.2998852490800892,0.30003123073221916,0.3000765006134334
6500,0.29967057839225064,0.29973555597619245,0.29989203956222404,0.3000293826692291,0.30007197362531196
6550,0.29969007166743317,0.29975120433479563,0.29989842820559864,0.3000276439627345,0.30006771452970366
6600,0.29970841146764193,0.29976592672187596,0.2999044387906138,0.3000260081419613,0.30006370747300676
6650,0.29972566604391215,0.29977977792874977,0.2999100936902464,0.30002446911898606,0.30005993753990223
6700,0.2997418996093634,0.29979280950489945,0.29991541395336446,0.3000230211660892,0.3000563906978106
6750,0.29975717257802426,0.29980506994974593,0.2999204193831072,0.3000216588944465,0.3000530537446385
6800,0.29977154178954074,0.2998166048930821,0.2999251286106236,0.3000203772340813,0.3000499142596193
6850,0.2997850607206031,0.29982745726483623,0.29992955916444436,0.3000191714150019,0.3000469605570655
6900,0.29979777968387306,0.29983766745479706,0.299933727535746,0.3000180369494542,0.3000441816428591
6950,0.29980974601515026,0.299847273462892,0.29993764923975036,0.3000169696152243,0.30004156717351865
7000,0.2998210042494728,0.2998563110405778,0.29994133887348945,0.3000159654399281,0.3000391074176892
7050,0.2998315962868043,0.299864813823869,0.29994481017014957,0.30001502068623087,0.30003679321991306
7100,0.2998415615479237,0.29987281345849703,0.29994807605019863,0.3000141318379403,0.30003461596654485
7150,0.2998509371210957,0.2998803397176672,0.2999511486694867,0.3000132955869226,0.3000325675536844
7200,0.29985975790006714,0.2998874206128492,0.2999540394644989,0.30001250882079217,0.3000306403570082
7250,0.29986805671390176,0.29989408249801414,0.29995675919492965,0.30001176861133017,0.3000288272033866
7300,0.2998758644491355,0.2999003501677057,0.29995931798373676,0.30001107220358725,0.3000271213441809
7350,0.2998832101647066,0.29990624694930884,0.2999617253548248,0.3000104170056318,0.30002551643012154
7400,0.2998901212000873,0.29991179478986046,0.2999639902684974,0.30000980057890425,0.3000240064876726
7450,0.29989662327701927,0.29991701433772416,0.29996612115481197,0.3000092206291419,0.30002258589679576
7500,0.29990274059523075,0.299921925019433,0.29996812594495953,0.30000867499784123,0.3000212493700304
7550,0.2999084959224914,0.29992654511198563,0.2999700121007875,0.3000081616542245,0.3000199919328115
7600,0.2999139106793397,0.29993089181086585,0.29997178664257523,0.30000767868768247,0.3000188089049528
7650,0.29991900501879754,0.29993498129403684,0.2999734561751656,0.30000722430066357,0.30001769588322574
7700,0.2999237979013693,0.2999388287821497,0.29997502691254974,0.30000679680198444,0.3000166487249695
7750,0.2999283071656034,0.2999424485951897,0.29997650470099735,0.3000063946005357,0.300015663532671
7800,0.2999325495944793,0.29994585420577047,0.29997789504081757,0.3000060161993601,0.3000147366394575
7850,0.29993654097786665,0.2999490582892752,0.29997920310683207,0.30000566019008185,0.30001386459544777
7900,0.2999402961712892,0.2999520727710309,0.2999804337676369,0.3000053252476646,0.30001304415491115
7950,0.2999438291512117,0.29995490887069154,0.2999815916037238,0.30000501012548014,0.3000122722641865
8000,0.29994715306705566,0.2999575771439948,0.29998268092452973,0.3000047136506687,0.3000115460503158
8050,0.2999502802901374,0.2999600875220483,0.29998370578447675,0.30000443471977395,0.3000108628103511
8100,0.2999532224597107,0.29996244934829114,0.29998466999806334,0.3000041722946359,0.3000102200012934
8150,0.2999559905262848,0.2999646714132684,0.299985577154062,0.3000039253985274,0.30000961523062764
8200,0.29995859479237985,0.2999667619873478,0.29998643062887703,0.3000036931125186,0.3000090462474176
8250,0.2999610449508702,0.2999687288515007,0.2999872335991119,0.3000034745720572,0.30000851093392766
8300,0.2999633501210594,0.29997057932626187,0.2999879890533925,0.30000326896375046,0.30000800729774063
8350,0.29996551888262013,0.2999723202989749,0.2999886998034911,0.3000030755223379,0.3000075334643416
8400,0.29996755930752655,0.2999739582494266,0.2999893684947917,0.3000028935278433,0.3000070876701412
8450,0.29996947899009657,0.2999754992739631,0.29998999761613643,0.3000027223028948,0.30000666825591144
8500,0.29997128507525656,0.29997694910818046,0.29999058950908897,0.300002561210204,0.3000062736606098
8550,0.29997298428513375,0.2999783131482713,0.2999911463766499,0.30000240965019387,0.3000059024155692
8600,0.29997458294407503,0.29997959647110917,0.29999167029145624,0.3000022670587675,0.30000555313903166
8650,0.29997608700218525,0.2999808038531439,0.2999921632034959,0.300002132905208,0.30000522453100525
8700,0.29997750205747287,0.2999819397881791,0.29999262694736556,0.30000200669020416,0.30000491536842555
8750,0.29997883337668474,0.29998300850409776,0.29999306324909875,0.30000188794399096,0.3000046245006034
8800,0.29998008591490866,0.29998401397859786,0.29999347373259067,0.30000177622460206,0.30000435084494215
8850,0.2999812643340154,0.2999849599539972,0.29999385992564176,0.30000167111622433,0.3000040933829081
8900,0.29998237302000996,0.2999858499511617,0.29999422326564434,0.3000015722276505,0.30000385115623973
8950,0.29998341609935547,0.29998668728260997,0.2999945651049327,0.30000147919082293,0.3000036232633808
9000,0.2999843974543318,0.29998747506484225,0.2999948867158164,0.3000013916594638,0.30000340885612503
9050,0.29998532073748496,0.29998821622993965,0.29999518929531566,0.30000130930778635,0.3000032071364589
9100,0.29998618938522137,0.2999889135364773,0.29999547396961657,0.3000012318292822,0.30000301735359164
9150,0.29998700663059813,0.2999895695797912,0.29999574179826305,0.3000011589355806,0.3000028388011607
9200,0.29998777551535605,0.2999901868016384,0.29999599377810005,0.30000109035537537,0.3000026708146027
9250,0.29998849890124074,0.29999076749928455,0.2999962308469841,0.3000010258334147,0.30000251276867995
9300,0.2999891794806539,0.29999131383405453,0.299996453887274,0.3000009651295514,0.3000023640751534
9350,0.2999898197866741,0.2999918278393765,0.29999666372911427,0.3000009080178489,0.3000022241805932
9400,0.29999042220248484,0.29999231142835026,0.2999968611535259,0.3000008542857407,0.30000209256431876
9450,0.29999098897024445,0.2999927664008678,0.29999704689531265,0.30000080373323873,0.30000196873646096
9500,0.2999915221994315,0.2999931944503123,0.29999722164579595,0.30000075617218935,0.30000185223613873
9550,0.29999202387469576,0.2999935971698607,0.2999973860553884,0.30000071142557294,0.3000017426297438
9600,0.2999924958632452,0.29999397605841344,0.29999754073601403,0.3000006693268449,0.3000016395093267
9650,0.2999929399217957,0.29999433252617347,0.2999976862633863,0.300000629719316,0.3000015424910785
9700,0.29999335770310903,0.29999466789989476,0.29999782317915075,0.3000005924555692,0.30000145121390226
9750,0.29999375076214474,0.2999949834278203,0.29999795199290075,0.3000005573969108,0.3000013653380689
9800,0.29999412056184743,0.29999528028432837,0.2999980731840745,0.30000052441285435,0.3000012845439531
9850,0.29999446847859174,0.299995559574303,0.29999818720373933,0.30000049338063495,0.3000012085308432
9900,0.29999479580730515,0.29999582233724664,0.2999982944762706,0.3000004641847523,0.3000011370158224
9950,0.2999951037662876,0.29999606955114905,0.29999839540093115,0.300000436716541,0.30000106973271534
10000,0.29999539350174603,0.29999630213612727,0.29999849035335735,0.3000004108737656,0.3000010064310979
